UNITID,ACTCM25,ACTCM75,ACTCMMID,ACTEN25,ACTEN75,ACTENMID,ACTMT25,ACTMT75,ACTMTMID,ACTWR25,ACTWR75,ACTWRMID,C200_L4_POOLED_SUPP,GRAD_DEBT_MDN10YR_SUPP,GRAD_DEBT_MDN_SUPP,NPT41_PRIV,NPT41_PUB,NPT42_PRIV,NPT42_PUB,NPT43_PRIV,NPT43_PUB,NPT44_PRIV,NPT44_PUB,NPT45_PRIV,NPT45_PUB,NPT4_PRIV,NPT4_PUB,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,PCTFLOAN,PCTPELL,PPTUG_EF,RET_FTL4,RET_PTL4,RPY_3YR_RT_SUPP,SATMT25,SATMT75,SATMTMID,SATVR25,SATVR75,SATVRMID,SATWR25,SATWR75,SATWRMID,SAT_AVG,SAT_AVG_ALL,UG25abv,UGDS,UGDS_2MOR,UGDS_AIAN,UGDS_ASIAN,UGDS_BLACK,UGDS_HISP,UGDS_NHPI,UGDS_NRA,UGDS_UNKN,UGDS_WHITE,gt_25k_p6,md_earn_wne_p10
175829,,,,,,,,,,,,,0.314627928177,99.91845,9000.0,,5457.0,,6364.0,,8297.0,,9498.0,,10123.0,,6192.0,0.0008,0.0039,0.0,0.0,0.0039,0.0,0.0323,0.0,0.1282,0.0173,0.0039,0.0039,0.0165,0.0031,0.0,0.273,0.0,0.0165,0.0008,0.0,0.0071,0.0,0.0,0.0008,0.0031,0.0,0.0212,0.0362,0.0315,0.0024,0.0197,0.0378,0.0157,0.0,0.022,0.203,0.0936,0.0016,0.3153,0.6292,0.2364,0.6866,0.2195,0.344799344799,,,,,,,,,,,,0.2686,5477.0,0.0033,0.0022,0.004,0.2711,0.0141,0.0004,0.0,0.0142,0.6907,0.432432442904,27200.0
189282,,,,,,,,,,,,,,169.3062625,15250.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5296,0.216,0.9108,1.0,0.6667,0.940298507463,,,,,,,,,,,,0.7323,269.0,0.0,0.0,0.1227,0.2119,0.1115,0.0892,0.0037,0.0,0.461,0.930232584476,
190169,,,,,,,,,,,,,0.331650563204,111.0205,10000.0,,3541.0,,4747.0,,7873.0,,9788.0,,9651.0,,5227.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0482,0.0,0.0312,0.0,0.0,0.0,0.0,0.0,0.0,0.4589,0.0,0.0,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0,0.0,0.0963,0.0283,0.0,0.0,0.0227,0.0,0.0,0.0283,0.1926,0.085,0.0,0.2455,0.4087,0.3783,0.6207,0.3934,0.656583629893,,,,,,,,,,,,0.2653,1549.0,0.0252,0.0019,0.0181,0.0826,0.0755,0.0013,0.0013,0.0019,0.7921,0.516245484352,31700.0
200314,,,,,,,,,,,,,0.375412286689,131.83684375,11875.0,,7401.0,,7744.0,,8944.0,,11074.0,,12024.0,,9290.0,0.0147,0.0147,0.0,0.0,0.0,0.0,0.0294,0.0,0.0441,0.0,0.0,0.0,0.0074,0.0,0.0,0.4191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4044,0.0662,0.0,0.3661,0.2885,0.2191,0.3521,0.0909,0.768571428571,,,,,,,,,,,,0.3329,470.0,0.034,0.0362,0.0064,0.166,0.0489,0.0043,0.0447,0.0851,0.5745,0.550607264042,31800.0
227386,,,,,,,,,,,,,0.24700239521,77.71435,7000.0,,7675.0,,7670.0,,8088.0,,,,,,7734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0318,0.0593,0.0246,0.0,0.2012,0.0,0.0,0.0,0.0,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0521,0.0,0.0058,0.2243,0.0579,0.0,0.2647,0.1486,0.5083,0.4371,0.3099,0.443037974684,,,,,,,,,,,,0.3242,2699.0,0.0159,0.0048,0.003,0.2242,0.0963,0.0,0.0152,0.0,0.6406,0.519999980927,29400.0
227854,,,,,,,,,,,,,0.0734288700565,116.571525,10500.0,,4077.0,,4903.0,,6678.0,,7615.0,,,,4412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0265,0.0801,0.0111,0.0049,0.1045,0.0021,0.0049,0.0014,0.0014,0.1017,0.0,0.0035,0.0035,0.0,0.0,0.0084,0.0007,0.0,0.0021,0.0,0.0028,0.0084,0.0007,0.0146,0.0244,0.1533,0.0592,0.0,0.0035,0.3143,0.0606,0.0014,0.0759,0.3204,0.7986,0.4957,0.3312,0.577089337176,,,,,,,,,,,,0.4119,7898.0,0.0304,0.0019,0.0258,0.1146,0.5577,0.0013,0.0051,0.0097,0.2535,0.478630125523,28800.0
227924,,,,,,,,,,,,,0.083828414366,116.987851875,10537.5,,3928.0,,4856.0,,6637.0,,8934.0,,9314.0,,4461.0,0.0,0.0,0.0024,0.0,0.0141,0.0,0.0346,0.0237,0.0551,0.0084,0.0109,0.0064,0.0274,0.0153,0.006,0.2241,0.0,0.0362,0.0064,0.0,0.0032,0.0012,0.0,0.0,0.006,0.0,0.0314,0.0998,0.0165,0.0133,0.0,0.0,0.0,0.0,0.0543,0.181,0.1175,0.0048,0.0677,0.3175,0.7323,0.5804,0.4331,0.567879325643,,,,,,,,,,,,0.3444,19524.0,0.0291,0.0028,0.0267,0.0659,0.5828,0.0016,0.0053,0.0001,0.2857,0.47579240799,30600.0
228158,,,,,,,,,,,,,0.209907399018,130.560108,11760.0,,2609.0,,3397.0,,4844.0,,6002.0,,,,3079.0,0.0094,0.0007,0.0,0.0,0.0072,0.0331,0.018,0.0396,0.0223,0.0058,0.013,0.0007,0.0072,0.0122,0.0036,0.2507,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.0,0.0079,0.0641,0.0,0.0072,0.0245,0.139,0.0231,0.0,0.0793,0.1282,0.0973,0.0022,0.199,0.3219,0.4005,0.4692,0.3434,0.602084831057,,,,,,,,,,,,0.2745,7765.0,0.0,0.025,0.0169,0.0747,0.4066,0.0039,0.009,0.0,0.464,0.511927783489,30300.0
403487,,,,,,,,,,,,,0.472177777778,38.857175,3500.0,,-395.0,,889.0,,2109.0,,5015.0,,5498.0,,878.0,0.0703,0.0,0.0,0.0,0.0,0.0122,0.0,0.0,0.0031,0.0,0.3242,0.0,0.0214,0.0,0.0,0.156,0.0,0.0,0.0,0.0,0.1315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0031,0.0398,0.055,0.0153,0.0,0.1193,0.0459,0.0,0.0142,0.0754,0.3714,0.6165,0.0667,0.735294117647,,,,,,,,,,,,0.7491,840.0,0.019,0.0012,0.0143,0.0321,0.0321,0.0012,0.0036,0.0,0.8964,0.454225361347,28900.0
148672,,,,,,,,,,,,,0.344445333333,61.061275,5500.0,,4859.0,,5587.0,,7483.0,,7673.0,,8278.0,,5829.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0347,0.0,0.0,0.0051,0.009,0.0,0.0245,0.0026,0.0,0.0618,0.0,0.0,0.0,0.0,0.1364,0.0,0.0,0.0,0.0,0.0,0.0,0.0849,0.0026,0.0,0.0,0.0283,0.0888,0.0193,0.0116,0.3874,0.103,0.0,0.1448,0.4278,0.4525,0.6523,0.5321,0.69392033543,,,,,,,,,,,,0.3212,1788.0,0.0,0.0028,0.0056,0.0391,0.123,0.0,0.0022,0.0185,0.8087,0.45662099123,27700.0
148821,,,,,,,,,,,,,0.312304912281,,,,12387.0,,12458.0,,,,,,,,12404.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0105,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3536,0.0,0.0,0.0,0.0,0.0795,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.0042,0.0,0.0209,0.0188,0.0063,0.0502,0.0,0.3996,0.0084,0.0,0.0029,0.3904,0.3591,0.3871,0.5195,,,,,,,,,,,,,0.4984,1309.0,0.0,0.0053,0.0023,0.1696,0.0244,0.0,0.0,0.0023,0.796,0.343328326941,22000.0
148991,,,,,,,,,,,,,0.351212600536,,,,9245.0,,9528.0,,10648.0,,14269.0,,14727.0,,9940.0,0.0667,0.0061,0.0,0.0,0.0,0.0,0.0091,0.0,0.0091,0.0,0.0,0.0,0.003,0.0,0.0,0.5091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.097,0.0818,0.0121,0.203,0.003,0.0,0.1901,0.3324,0.4234,0.5929,0.4842,0.650980392157,,,,,,,,,,,,0.3167,1207.0,0.0025,0.0041,0.0066,0.0696,0.0174,0.0,0.0008,0.0,0.8989,0.438794732094,27600.0
149842,,,,,,,,,,,,,0.263810062893,105.469475,9500.0,,7127.0,,8129.0,,10513.0,,12152.0,,12390.0,,8500.0,0.0,0.0,0.0,0.0,0.001,0.0028,0.0387,0.0046,0.0003,0.0015,0.0492,0.0018,0.0267,0.0149,0.0,0.2708,0.0,0.0,0.0,0.0,0.0295,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0018,0.0,0.0054,0.0367,0.0072,0.0,0.0115,0.3464,0.1192,0.0,0.0942,0.2181,0.5781,0.7857,0.4459,0.638644918444,,,,,,,,,,,,0.3672,11217.0,0.0318,0.001,0.0947,0.0408,0.1918,0.0032,0.0002,0.0472,0.5894,0.554913282394,34600.0
177135,,,,,,,,,,,,,0.279213223855,111.0205,10000.0,,4456.0,,4979.0,,6466.0,,8050.0,,6701.0,,5061.0,0.028,0.0,0.0,0.0,0.0,0.008,0.0214,0.0,0.0441,0.0067,0.0147,0.0,0.0,0.0,0.0,0.4139,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,0.0,0.0013,0.0,0.0093,0.0,0.0,0.0027,0.016,0.0067,0.1202,0.0,0.1936,0.1068,0.0,0.1992,0.4666,0.4195,0.5622,0.2698,0.55929038282,,,,,,,,,,,,0.3042,4336.0,0.0214,0.0228,0.0134,0.012,0.0747,0.003,0.0108,0.0129,0.8289,0.39963337779,26500.0
177250,,,,,,,,,,,,,0.253143340692,153.3415146,13812.0,,6047.0,,6369.0,,8343.0,,9314.0,,10392.0,,6731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.0063,0.0689,0.0271,0.0021,0.0,0.0042,0.0,0.0,0.4322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0209,0.0,0.0,0.0,0.0626,0.0209,0.0,0.0397,0.2046,0.0814,0.0,0.2342,0.4704,0.4256,0.6206,0.4184,0.554979253112,,,,,,,,,,,,0.3172,3113.0,0.0006,0.0029,0.0042,0.0058,0.0112,0.0016,0.0,0.0125,0.9611,0.443653613329,26700.0
190956,,,,,,,,,,,,,,162.639481475,14649.5,,,4216.0,,12075.0,,,,,,8145.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6202,0.5194,0.6911,1.0,1.0,0.906666666667,,,,,,,,,,,,0.7398,123.0,0.0081,0.0163,0.0569,0.122,0.065,0.0,0.0,0.0,0.7317,0.85526317358,
191339,,,,,,,,,,,,,0.297446700275,122.12255,11000.0,,4814.0,,6409.0,,9142.0,,10342.0,,10373.0,,6865.0,0.0,0.0,0.0,0.0,0.0137,0.0,0.0137,0.0,0.0286,0.0069,0.0057,0.0,0.0172,0.0103,0.0,0.2509,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0802,0.0676,0.0,0.0,0.0,0.0,0.0,0.0286,0.3139,0.1604,0.0,0.2571,0.3681,0.2597,0.528,0.4333,0.627003399709,,,,,,,,,,,,0.2214,4190.0,0.0134,0.0107,0.005,0.0895,0.0401,0.0002,0.0274,0.042,0.7716,0.461284995079,29700.0
215239,,,,,,,,,,,,,0.132971525808,127.673575,11500.0,,6401.0,,7932.0,,10189.0,,11359.0,,11539.0,,7467.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0378,0.0084,0.0278,0.0075,0.0104,0.0015,0.0393,0.0169,0.0055,0.3658,0.0,0.0,0.001,0.0,0.0045,0.0,0.0,0.0,0.0244,0.0015,0.005,0.0572,0.087,0.0025,0.004,0.0084,0.0,0.0,0.0139,0.1506,0.1148,0.0,0.4708,0.6066,0.7233,0.51,0.4615,0.503006614552,,,,,,,,,,,,0.4532,18204.0,0.0269,0.0037,0.0503,0.4475,0.1043,0.0016,0.1077,0.0456,0.2124,0.493777394295,30700.0
215390,,,,,,,,,,,,,0.796989473684,222.041,20000.0,15239.0,,18912.0,,,,,,,,15573.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292,0.3667,0.4871,0.7347,0.7778,0.787234042553,,,,,,,,,,,,0.5216,232.0,0.0,0.0,0.0043,0.1034,0.0129,0.0,0.0,0.0,0.8793,0.659574449062,33200.0
229328,,,,,,,,,,,,,0.359664031621,105.469475,9500.0,,17042.0,,16896.0,,18036.0,,19141.0,,19141.0,,17366.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0629,0.0566,0.0,0.0,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1698,0.0283,0.0,0.0629,0.3145,0.1069,0.0,0.6568,0.6123,0.5054,0.4167,0.8286,0.499128919861,,,,,,,,,,,,0.4028,930.0,0.0,0.0022,0.0065,0.0452,0.2688,0.0022,0.0011,0.0151,0.6591,0.52911812067,30500.0
111434,,,,,,,,,,,,,0.182802636204,,,,2778.0,,,,,,,,,,2778.0,0.0,0.0,0.0,0.0,0.0058,0.0129,0.0058,0.0,0.0,0.0201,0.0,0.0029,0.1338,0.0417,0.0115,0.0935,0.0,0.0216,0.0029,0.0,0.0245,0.0115,0.0014,0.0,0.0072,0.0,0.0302,0.0,0.0935,0.0619,0.0,0.0,0.0,0.0,0.0849,0.2518,0.0777,0.0029,0.0179,0.1566,0.7801,0.6564,0.3419,0.532467532468,,,,,,,,,,,,0.5086,5217.0,0.0349,0.0027,0.1141,0.037,0.4455,0.0173,0.0107,0.0286,0.3094,0.521739125252,29300.0
143613,,,,,,,,,,,,,0.242192693111,49.959225,4500.0,,1565.0,,2945.0,,4611.0,,6199.0,,8961.0,,2352.0,0.0,0.0,0.0,0.0,0.0,0.0131,0.0503,0.0832,0.0044,0.0022,0.0022,0.0,0.0,0.0022,0.0,0.2035,0.0,0.0,0.0,0.0,0.1225,0.0,0.0,0.0,0.0,0.0,0.0,0.0153,0.0066,0.0,0.0,0.0263,0.0109,0.0,0.0066,0.3654,0.0853,0.0,0.2122,0.4841,0.4234,0.507,0.3015,0.706948640483,,,,,,,,,,,,0.3458,1724.0,0.0331,0.0023,0.0087,0.0795,0.0702,0.0012,0.0,0.0232,0.7819,0.45327603817,28800.0
158662,,,,,,,,,,,,,0.110612377514,187.9799106,16932.0,,6336.0,,7469.0,,10104.0,,11562.0,,11537.0,,6952.0,0.0038,0.0,0.0,0.0,0.0065,0.0007,0.0126,0.1066,0.0024,0.0,0.0628,0.0038,0.0154,0.001,0.0,0.2295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0297,0.0,0.0,0.0082,0.0178,0.0038,0.0,0.0154,0.3651,0.1151,0.0,0.6351,0.7271,0.5667,0.565,0.4113,0.512669322709,,,,,,,,,,,,0.5034,17467.0,0.0227,0.0041,0.0275,0.4572,0.0783,0.0014,0.0081,0.066,0.3348,0.467775464058,28200.0
173638,,,,,,,,,,,,,0.467548881789,142.411546375,12827.5,,8991.0,,9233.0,,11225.0,,13761.0,,14665.0,,10402.0,0.0632,0.0,0.0,0.0,0.0,0.0,0.0044,0.0196,0.0071,0.0,0.0133,0.0,0.0062,0.0,0.0,0.1059,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0044,0.0,0.0712,0.0409,0.0,0.0027,0.0,0.5827,0.0667,0.0,0.3992,0.3755,0.4365,0.6462,0.48,0.703534031414,,,,,,,,,,,,0.4188,2165.0,0.0249,0.0115,0.0222,0.0536,0.0642,0.0005,0.0018,0.0134,0.8079,0.6034912467,32400.0
174136,,,,,,,,,,,,,0.150405589431,194.507916,17520.0,,13910.0,,14143.0,,16718.0,,18597.0,,18789.0,,14467.0,0.0,0.0,0.0,0.0098,0.0,0.0057,0.0729,0.0207,0.0069,0.0,0.0057,0.0,0.0517,0.0017,0.0,0.1861,0.0063,0.0069,0.0063,0.0,0.0011,0.0,0.0,0.0,0.0023,0.0,0.0,0.0345,0.031,0.0,0.004,0.0075,0.0161,0.0224,0.1051,0.3211,0.0741,0.0,0.5258,0.5723,0.6275,0.5207,0.384,0.480524415732,,,,,,,,,,,,0.5382,8938.0,0.0839,0.0159,0.0591,0.3124,0.0916,0.0009,0.0159,0.0064,0.414,0.522653698921,32800.0
174604,,,,,,,,,,,,,0.373393670886,105.469475,9500.0,,7319.0,,9077.0,,8613.0,,11946.0,,13190.0,,8899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0267,0.0,0.0,0.0,0.04,0.0,0.0,0.2913,0.3071,0.201,0.4878,0.3333,0.497382198953,,,,,,,,,,,,0.1238,204.0,0.0588,0.0049,0.0049,0.1471,0.0637,0.0,0.0833,0.0098,0.6275,0.402173906565,27200.0
174738,,,,,,,,,,,,,0.264232126697,168.412547475,15169.5,,13377.0,,14075.0,,16207.0,,18248.0,,18541.0,,15446.0,0.0176,0.0018,0.0,0.0,0.0114,0.0,0.0088,0.0,0.0009,0.0018,0.0141,0.0,0.0273,0.0,0.0,0.2445,0.0,0.0053,0.0,0.0,0.0818,0.0053,0.0,0.0,0.0,0.0,0.0,0.0431,0.015,0.0,0.0651,0.0106,0.0,0.0,0.0193,0.3571,0.0695,0.0,0.4476,0.3916,0.5275,0.5431,0.4403,0.7106545961,,,,,,,,,,,,0.4131,5291.0,0.0344,0.0026,0.0384,0.0964,0.0442,0.0011,0.0074,0.0049,0.7706,0.610206305981,35000.0
187976,,,,,,,,,,,,,0.108675362319,227.592025,20500.0,,4507.0,,5146.0,,6443.0,,11743.0,,,,5049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0161,0.0,0.0161,0.0161,0.0323,0.0,0.0,0.0,0.0,0.6452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0484,0.1452,0.0,0.2197,0.3,0.6673,0.6,0.1333,0.702542372881,,,,,,,,,,,1038.0,0.4489,541.0,0.024,0.0555,0.0166,0.0166,0.4769,0.0018,0.0,0.0259,0.3826,0.548283755779,35900.0
188678,,,,,,,,,,,,,0.819818918919,146.991142,13240.0,39372.0,,44613.0,,44783.0,,46196.0,,45143.0,,42858.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5068,0.3982,0.0,0.7049,,0.681818181818,,,,,,,,,,,,0.1019,216.0,0.0185,0.0,0.0231,0.0926,0.1157,0.0,0.2778,0.0417,0.4306,0.416666656733,30200.0
199467,,,,,,,,,,,,,0.263152631579,,,,3440.0,,4002.0,,4216.0,,,,,,3568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1549,0.0845,0.0775,0.0,0.0141,0.0,0.0,0.0,0.0,0.1408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0352,0.0,0.0,0.0,0.0493,0.2254,0.0,0.0,0.1479,0.0704,0.0,0.0,0.6726,0.5448,0.4918,0.36,,,,,,,,,,,,,0.3869,881.0,0.0,0.0045,0.0011,0.639,0.0182,0.0,0.0,0.0,0.3371,0.349710971117,21200.0
199731,,,,,,,,,,,,,0.313818969555,105.469475,9500.0,,7814.0,,8516.0,,9294.0,,11077.0,,,,8194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.0685,0.027,0.0,0.027,0.0,0.0,0.0072,0.0,0.3315,0.0,0.0,0.0,0.0,0.0,0.0342,0.0,0.0,0.0,0.0,0.0,0.0306,0.0,0.0,0.0198,0.0126,0.0108,0.0,0.0108,0.3117,0.0721,0.0,0.0995,0.5283,0.4959,0.5693,0.4819,0.634615384615,,,,,,,,,,,,0.3885,1597.0,0.0169,0.0701,0.0094,0.0188,0.0394,0.0,0.0,0.0169,0.8284,0.375711560249,23400.0
199740,,,,,,,,,,,,,0.367231034483,,,,11103.0,,11664.0,,12192.0,,12533.0,,,,11415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0947,0.06,0.0947,0.0,0.0507,0.0,0.008,0.0,0.0,0.1547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1373,0.0,0.0,0.0253,0.0507,0.0,0.0,0.028,0.2427,0.0533,0.0,0.0,0.7085,0.5638,0.5439,0.3196,,,,,,,,,,,,,0.47,2384.0,0.0084,0.008,0.0298,0.1741,0.0206,0.0,0.0126,0.0742,0.6724,0.419512182474,25900.0
199908,,,,,,,,,,,,,0.279933614627,97.1429375,8750.0,,7070.0,,7663.0,,8238.0,,11469.0,,,,7502.0,0.0101,0.0017,0.0,0.0,0.0,0.0067,0.0134,0.0,0.0,0.0,0.0454,0.0,0.0185,0.037,0.0,0.3294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1849,0.0,0.0,0.0202,0.0,0.0471,0.0,0.0067,0.2067,0.0723,0.0,0.1791,0.7344,0.4255,0.6068,0.3929,0.399092970522,,,,,,,,,,,,0.3992,2047.0,0.0005,0.0083,0.0948,0.0923,0.0445,0.0005,0.0015,0.0015,0.7562,0.397790044546,25900.0
212869,,,,,,,,,,,,,0.412961651917,217.1783021,19562.0,21145.0,,21013.0,,23680.0,,30075.0,,31958.0,,22569.0,,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0707,0.0,0.0,0.0,0.0625,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0054,0.0,0.0,0.0,0.0,0.0,0.0326,0.1277,0.0,0.0,0.0,0.0,0.0,0.0353,0.6141,0.0136,0.0,0.7971,0.5941,0.3525,0.5611,0.0714,0.720461095101,,,,,,,,,,,,0.5378,1603.0,0.0168,0.0006,0.0187,0.4722,0.1061,0.0,0.005,0.0362,0.3444,0.709219872952,33700.0
212878,,,,,,,,,,,,,0.156868288084,233.14305,21000.0,,9212.0,,9817.0,,12059.0,,13834.0,,14014.0,,10662.0,0.0048,0.0013,0.0022,0.0,0.0009,0.0013,0.0435,0.0117,0.0431,0.007,0.0265,0.0,0.0026,0.0326,0.0,0.1035,0.0,0.007,0.0004,0.0,0.0,0.0,0.0004,0.0,0.0035,0.0,0.01,0.0613,0.0244,0.0357,0.0187,0.0265,0.0048,0.0,0.0431,0.2923,0.191,0.0,0.5222,0.4253,0.7074,0.5764,0.4679,0.631852654388,,,,,,,,,,,,0.4296,13321.0,0.0181,0.0041,0.0288,0.1284,0.096,0.0016,0.0182,0.0125,0.6924,0.575933635235,34000.0
225371,,,,,,,,,,,,,0.14669270073,110.3765811,9942.0,,7256.0,,7851.0,,9650.0,,12945.0,,12102.0,,8504.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0115,0.1009,0.0101,0.0,0.0029,0.0,0.0058,0.0,0.0,0.3127,0.0,0.0014,0.0,0.0,0.0014,0.0058,0.0,0.0,0.0,0.0,0.0,0.0749,0.0,0.0,0.0,0.0317,0.1282,0.0,0.0014,0.219,0.0893,0.0,0.2705,0.3994,0.4732,0.6552,0.3108,0.519447929737,,,,,,,,,,,,0.2945,3580.0,0.0277,0.0031,0.0039,0.0902,0.1944,0.0042,0.0193,0.0061,0.6511,0.470807462931,28200.0
226107,,,,,,,,,,,,,0.238967732116,114.129074,10280.0,,2980.0,,3718.0,,4287.0,,6843.0,,7618.0,,3478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0519,0.0,0.0385,0.0,0.0077,0.0,0.0,0.0,0.0115,0.0846,0.0,0.0173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0731,0.0,0.0481,0.0,0.0115,0.0,0.0,0.0,0.0,0.0,0.5731,0.0827,0.0,0.2334,0.3961,0.4897,0.4679,0.4355,0.485013623978,,,,,,,,,,,,0.3252,1938.0,0.0,0.0036,0.0155,0.1816,0.0588,0.0,0.0,0.0,0.7405,0.471449494362,26600.0
227182,,,,,,,,,,,,,0.161664822779,130.92647565,11793.0,,5442.0,,6181.0,,8413.0,,9822.0,,10147.0,,6141.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0242,0.013,0.0427,0.0,0.0411,0.0072,0.0,0.007,0.0,0.4515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0271,0.0045,0.0106,0.0024,0.0275,0.0263,0.0003,0.0048,0.2272,0.078,0.0,0.2077,0.3544,0.6533,0.6183,0.5161,0.507036747459,,,,,,,,,,,,0.3201,56288.0,0.0279,0.0031,0.0612,0.1817,0.3466,0.0,0.0,0.038,0.3416,0.540549576282,32900.0
240620,,,,,,,,,,,,,0.167645994065,89.51582915,8063.0,,6475.0,,8081.0,,10043.0,,11124.0,,11177.0,,9010.0,0.0372,0.0029,0.0,0.0,0.0143,0.0,0.0831,0.0,0.0831,0.0072,0.0301,0.0014,0.0,0.0215,0.0043,0.1476,0.0,0.0043,0.0,0.0,0.053,0.0014,0.0,0.0,0.0,0.0,0.0301,0.0229,0.0115,0.0258,0.0014,0.0444,0.0,0.0,0.01,0.308,0.0516,0.0029,0.397,0.2542,0.4583,0.5289,0.2523,0.709639953542,,,,,,,,,,,,0.3638,3517.0,0.0034,0.0102,0.0105,0.029,0.1146,0.0028,0.0094,0.0213,0.7987,0.562195122242,32400.0
