UNITID,ACTCM25,ACTCM75,ACTCMMID,ACTEN25,ACTEN75,ACTENMID,ACTMT25,ACTMT75,ACTMTMID,ACTWR25,ACTWR75,ACTWRMID,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,GRAD_DEBT_MDN10YR_SUPP,GRAD_DEBT_MDN_SUPP,NPT41_PRIV,NPT41_PUB,NPT42_PRIV,NPT42_PUB,NPT43_PRIV,NPT43_PUB,NPT44_PRIV,NPT44_PUB,NPT45_PRIV,NPT45_PUB,NPT4_PRIV,NPT4_PUB,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,PCTFLOAN,PCTPELL,PPTUG_EF,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,RPY_3YR_RT_SUPP,SATMT25,SATMT75,SATMTMID,SATVR25,SATVR75,SATVRMID,SATWR25,SATWR75,SATWRMID,SAT_AVG,SAT_AVG_ALL,UG25abv,UGDS,UGDS_2MOR,UGDS_AIAN,UGDS_ASIAN,UGDS_BLACK,UGDS_HISP,UGDS_NHPI,UGDS_NRA,UGDS_UNKN,UGDS_WHITE,gt_25k_p6,md_earn_wne_p10
146603,,,,,,,,,,,,,,0.219965313029,54.67759625,4925.0,,5848.0,,6642.0,,7567.0,,7933.0,,7931.0,,6812.0,0.0,0.0,0.0,0.0,0.0036,0.0066,0.0721,0.0,0.0,0.0007,0.0342,0.0,0.008,0.0379,0.0,0.0532,0.0,0.0,0.0,0.0,0.1886,0.0073,0.0,0.0,0.0,0.0,0.0,0.0757,0.0,0.0,0.0015,0.0692,0.0218,0.0,0.0146,0.3212,0.0838,0.0,0.167,0.3206,0.5346,,0.6586,,0.4675,0.699534883721,,,,,,,,,,,,0.2504,4678.0,0.0002,0.0088,0.0051,0.0996,0.0186,0.0013,0.0019,0.0415,0.823,0.41425216198,24900.0
146612,21.0,26.0,24.0,21.0,26.0,24.0,21.0,26.0,24.0,6.0,8.0,7.0,0.608958735441,,277.55125,25000.0,14434.0,,14848.0,,18137.0,,21171.0,,23293.0,,18978.0,,0.0,0.0009,0.0,0.0,0.0331,0.0,0.0119,0.0,0.0551,0.0,0.0,0.0,0.0,0.0119,0.0092,0.0147,0.0,0.0312,0.0119,0.0,0.0018,0.0239,0.0046,0.0,0.0119,0.0,0.0725,0.1286,0.0239,0.0174,0.0,0.0009,0.0,0.0937,0.0156,0.2121,0.1956,0.0174,0.6674,0.3145,0.1724,0.8172,,,,0.868658399098,480.0,590.0,535.0,440.0,550.0,495.0,440.0,540.0,490.0,1088.0,1088.0,0.2309,4489.0,0.0209,0.0011,0.0341,0.076,0.1729,0.002,0.0082,0.0376,0.6471,0.710924386978,47100.0
147341,20.0,25.0,23.0,20.0,24.0,22.0,19.0,25.0,22.0,,,,0.580902292994,,299.75535,27000.0,11179.0,,12398.0,,15829.0,,21516.0,,24204.0,,15685.0,,0.0,0.0039,0.0,0.0,0.1367,0.0,0.0156,0.0,0.1563,0.0,0.0,0.0234,0.0,0.0,0.0469,0.0039,0.0,0.0391,0.0195,0.0,0.043,0.0,0.0039,0.0039,0.0313,0.0,0.0781,0.0,0.0,0.0742,0.0,0.0,0.0,0.0,0.0586,0.0,0.2031,0.0586,0.8164,0.4428,0.0064,0.7588,,,,0.885294117647,470.0,510.0,490.0,490.0,540.0,515.0,480.0,570.0,525.0,1049.0,1049.0,0.0159,1247.0,0.0104,0.0072,0.0112,0.1307,0.1067,0.0016,0.0184,0.0465,0.6672,0.676635503769,40700.0
147916,,,,,,,,,,,,,,0.233797376093,93.917791975,8459.5,,5942.0,,6589.0,,8329.0,,10151.0,,9698.0,,6376.0,0.0222,0.0,0.0,0.0,0.0111,0.003,0.0474,0.0007,0.0007,0.0037,0.0141,0.0,0.0104,0.0,0.0,0.1171,0.0,0.0,0.0,0.0,0.1319,0.0059,0.0,0.0,0.0,0.0,0.0,0.0185,0.0,0.0,0.0059,0.1045,0.0,0.0267,0.0089,0.3788,0.0882,0.0,0.2866,0.3523,0.5942,,0.5357,,0.357,0.527453064116,,,,,,,,,,,,0.2981,7429.0,0.0012,0.005,0.056,0.1891,0.0517,0.0017,0.0052,0.0758,0.6142,0.475592762232,31000.0
160409,,,,,,,,,,,,,0.823517647059,,,,25415.0,,26865.0,,25965.0,,,,,,25915.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.2308,0.0301,1.0,,,,,,,,,,,,,,,,0.2331,133.0,0.0,0.0,0.0526,0.0226,0.3158,0.0,0.0,0.0,0.609,,
160977,,,,,,,,,,,,,0.905692068596,,189.3787689,17058.0,14332.0,,7196.0,,13749.0,,26267.0,,37061.0,,24936.0,,0.0,0.0688,0.0,0.0298,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.039,0.0,0.0,0.0894,0.0,0.0,0.1514,0.0367,0.0,0.0206,0.0,0.0252,0.0,0.0528,0.0,0.1216,0.0,0.0,0.2087,0.0,0.0,0.0,0.0,0.0619,0.0,0.0,0.0894,0.255,0.1112,0.0,0.9163,,,,0.991189427313,,,,,,,,,,,,0.0034,1791.0,0.0396,0.0034,0.0469,0.0514,0.0625,0.0006,0.0648,0.0089,0.7219,0.751173734665,53500.0
161077,,,,,,,,,,,,,,0.304599104143,133.2246,12000.0,,7613.0,,7863.0,,10039.0,,12433.0,,12756.0,,8612.0,0.0,0.0,0.0,0.0,0.0,0.0299,0.0,0.0159,0.0139,0.0,0.0478,0.0,0.0438,0.0,0.0,0.2649,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0797,0.0259,0.0,0.012,0.1295,0.0259,0.0,0.0,0.1494,0.1534,0.0,0.4481,0.5126,0.4303,,0.6409,,0.4757,0.692898272553,,,,,,,,,,,,0.3857,2531.0,0.017,0.0091,0.0122,0.0474,0.0202,0.002,0.0028,0.0344,0.855,0.518518507481,33300.0
161086,28.0,32.0,30.0,28.0,34.0,31.0,27.0,32.0,30.0,,,,0.914057006369,,216.05699505,19461.0,4903.0,,9010.0,,18314.0,,18795.0,,40456.0,,23428.0,,0.0,0.0529,0.0,0.0647,0.0,0.0,0.0157,0.0,0.0,0.0,0.0,0.0275,0.0,0.0,0.0824,0.0,0.0,0.1059,0.0549,0.0,0.1176,0.0,0.0333,0.0,0.0667,0.0,0.0667,0.0,0.0,0.2176,0.0,0.0,0.0,0.0,0.0431,0.0,0.0,0.051,0.205,0.1079,0.0,0.931,,,,0.962585034014,640.0,720.0,680.0,620.0,710.0,665.0,620.0,720.0,670.0,1343.0,1343.0,0.0005,1820.0,0.0478,0.0005,0.0544,0.033,0.0626,0.0,0.0841,0.1209,0.5967,0.693548381329,53000.0
161518,,,,,,,,,,,,,0.533601960784,,299.75535,27000.0,23836.0,,24661.0,,24601.0,,27510.0,,28884.0,,26575.0,,0.0,0.017,0.0,0.0,0.0136,0.0,0.0034,0.0,0.051,0.0,0.0,0.0034,0.0,0.0,0.0136,0.0782,0.0,0.0272,0.0068,0.0,0.0,0.068,0.0034,0.0238,0.0034,0.0,0.0408,0.0136,0.034,0.0136,0.0,0.0,0.0,0.0,0.0034,0.4048,0.1463,0.0306,0.5758,0.2435,0.2986,0.7175,,,,0.909657320872,440.0,530.0,485.0,430.0,520.0,475.0,430.0,530.0,480.0,960.0,960.0,0.2296,1276.0,0.0,0.0055,0.0118,0.0196,0.0204,0.0,0.0,0.3495,0.5933,0.669767439365,37900.0
161545,,,,,,,,,,,,,,0.243805759682,138.775625,12500.0,,10480.0,,10697.0,,12891.0,,14569.0,,14793.0,,11395.0,0.012,0.0,0.0,0.0,0.049,0.0,0.0,0.0419,0.0347,0.0012,0.1041,0.0,0.0,0.0,0.0,0.2045,0.0,0.0203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0849,0.0,0.0,0.0251,0.0299,0.0275,0.0,0.0,0.2177,0.1471,0.0,0.4857,0.4876,0.495,,0.5521,,0.496,0.683081810961,,,,,,,,,,,,0.4309,5958.0,0.0217,0.0081,0.019,0.0515,0.028,0.001,0.0057,0.0381,0.827,0.560298085213,37300.0
161554,20.0,25.0,23.0,19.0,25.0,22.0,19.0,25.0,22.0,,,,0.319955704698,,269.2247125,24250.0,,14414.0,,15258.0,,18509.0,,20311.0,,20549.0,,17300.0,0.0,0.0141,0.0,0.0022,0.0667,0.0,0.0074,0.0,0.0289,0.0082,0.0326,0.017,0.0,0.0,0.0334,0.0385,0.0,0.0282,0.0067,0.0,0.0015,0.0156,0.0133,0.0,0.0222,0.0,0.0489,0.0,0.0259,0.1416,0.0,0.0,0.0,0.0,0.0541,0.189,0.1735,0.0304,0.5807,0.3636,0.3028,0.6695,,0.3333,,0.850015688735,440.0,560.0,500.0,450.0,550.0,500.0,440.0,540.0,490.0,1003.0,1003.0,0.3146,6079.0,0.0197,0.0089,0.0225,0.0306,0.0196,0.0008,0.0092,0.0768,0.8118,0.630790174007,36500.0
175315,,,,,,,,,,,,,,0.19377005848,177.6328,16000.0,,8267.0,,8390.0,,10537.0,,12655.0,,12988.0,,9601.0,0.0159,0.0,0.0,0.002,0.0233,0.0005,0.0378,0.0119,0.0159,0.0084,0.0179,0.007,0.0,0.0,0.0,0.2866,0.0,0.0,0.0,0.0,0.0114,0.001,0.0,0.0,0.0,0.0,0.0,0.0581,0.0229,0.0,0.0015,0.0571,0.0,0.0,0.0154,0.3269,0.0785,0.0,0.4821,0.4854,0.5984,,0.4893,,0.3625,0.627463721031,,,,,,,,,,,,0.424,9484.0,0.0472,0.0046,0.166,0.1102,0.0634,0.0017,0.0129,0.0045,0.5895,0.614139676094,35000.0
175883,,,,,,,,,,,,,,0.290248272018,70.75336465,6373.0,,4372.0,,5110.0,,7000.0,,9140.0,,7746.0,,4881.0,0.0044,0.0099,0.0,0.0,0.0,0.0,0.0209,0.0285,0.0,0.0,0.0362,0.0,0.0066,0.0066,0.0,0.5335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0373,0.0209,0.0285,0.0252,0.0,0.2064,0.0351,0.0,0.1554,0.5106,0.1958,,0.6013,,0.3619,0.475552050473,,,,,,,,,,,,0.1632,4443.0,0.0142,0.0034,0.0034,0.3223,0.0027,0.0007,0.0,0.0169,0.6365,0.403716206551,26700.0
176017,21.0,27.0,24.0,21.0,29.0,25.0,19.0,26.0,23.0,,,,0.581633360242,,238.694075,21500.0,,10647.0,,13614.0,,17369.0,,18011.0,,18063.0,,13858.0,0.0,0.0,0.0,0.0021,0.0468,0.0,0.0031,0.0,0.1128,0.0279,0.0,0.0206,0.0003,0.007,0.0346,0.0475,0.0,0.0423,0.0045,0.0,0.0,0.0479,0.0042,0.0,0.0108,0.0,0.0524,0.0465,0.0527,0.0433,0.0,0.0,0.0,0.0,0.0328,0.0594,0.2777,0.0227,0.4625,0.2975,0.0621,0.8558,,0.3182,,0.795076201641,490.0,600.0,545.0,490.0,590.0,540.0,,,,1100.0,1100.0,0.0931,16432.0,0.0178,0.0026,0.0158,0.1559,0.0275,0.001,0.0114,0.0005,0.7675,0.696181118488,40600.0
176053,21.0,27.0,24.0,21.0,29.0,25.0,19.0,25.0,22.0,,,,0.571852024291,,291.4288125,26250.0,13866.0,,14137.0,,16432.0,,17135.0,,17644.0,,15708.0,,0.0,0.0,0.0,0.0,0.0438,0.0,0.0136,0.0,0.0937,0.0015,0.0,0.0227,0.0,0.0076,0.0166,0.0,0.0,0.1103,0.0106,0.0,0.003,0.0982,0.0227,0.0015,0.0181,0.0,0.0468,0.0227,0.0378,0.0755,0.0,0.0,0.0,0.0,0.0468,0.1012,0.1888,0.0166,0.5983,0.3646,0.1067,0.6839,,0.4118,,0.74258857556,470.0,583.0,527.0,458.0,593.0,526.0,,,,1098.0,1098.0,0.1718,2895.0,0.01,0.0052,0.0176,0.2169,0.0218,0.0007,0.0328,0.0142,0.6808,0.676639795303,38200.0
189264,,,,,,,,,,,,,0.146341463415,,,,4725.0,,4731.0,,4725.0,,,,,,4726.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7209,0.0,0.8462,,,,,,,,,,,,,,,,,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
189857,,,,,,,,,,,,,0.140617578125,,,,16343.0,,16426.0,,17604.0,,18657.0,,,,16809.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7776,0.0,0.6795,,,,,,,,,,,,,,,,0.0046,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1031,0.0,0.8969,0.279069781303,22200.0
190600,,,,,,,,,,,,,0.331525841887,,127.673575,11500.0,,3470.0,,5818.0,,9770.0,,12764.0,,13275.0,,5141.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0118,0.0,0.0,0.0,0.0,0.0,0.0,0.0354,0.024,0.011,0.0,0.0,0.0,0.0,0.0138,0.0,0.002,0.0,0.0,0.0,0.1629,0.5591,0.0305,0.1467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.1671,0.5446,0.1922,0.7795,,0.3529,,0.718436344427,440.0,530.0,485.0,420.0,510.0,465.0,,,,950.0,950.0,0.2011,12838.0,0.0103,0.0035,0.1099,0.1934,0.4286,0.006,0.027,0.0,0.2214,0.601571798325,43700.0
200192,,,,,,,,,,,,,,0.510678899083,96.0327325,8650.0,,6099.0,,7158.0,,9065.0,,10816.0,,10865.0,,8325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0343,0.0187,0.0343,0.0,0.0,0.296,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.3084,0.0,0.0,0.0,0.0685,0.0,0.0,0.0,0.1464,0.0841,0.0,0.2072,0.1641,0.2965,,0.522,,0.4545,0.768916155419,,,,,,,,,,,,0.1939,661.0,0.0318,0.0499,0.0045,0.0605,0.0318,0.0015,0.053,0.0151,0.7519,0.616822421551,34800.0
200217,20.0,25.0,23.0,20.0,26.0,23.0,20.0,25.0,23.0,,,,0.490636546763,,257.0346616,23152.0,10286.0,,12123.0,,14285.0,,16089.0,,17233.0,,15029.0,,0.0,0.0,0.0,0.0,0.0146,0.0,0.0267,0.0,0.1044,0.0049,0.0,0.0073,0.0,0.0,0.0024,0.1117,0.0,0.0194,0.0024,0.0,0.0,0.0121,0.0024,0.0097,0.0,0.0,0.0218,0.0194,0.0364,0.0097,0.0,0.0,0.0,0.0,0.0121,0.2015,0.3811,0.0,0.5882,0.2362,0.1292,0.7057,,,,0.900900900901,450.0,560.0,505.0,450.0,570.0,510.0,,,,1046.0,1046.0,0.1698,1865.0,0.0123,0.0139,0.0064,0.0306,0.0284,0.0021,0.0193,0.0493,0.8375,0.774384260178,45700.0
200226,,,,,,,,,,,,,0.380574336283,,240.3815866,21652.0,,8954.0,,9955.0,,11786.0,,13513.0,,14643.0,,12236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.3919,0.0,0.0,0.0,0.1081,0.0,0.0,0.0608,0.0,0.0068,0.0203,0.0,0.0,0.0878,0.0,0.0,0.0,0.0,0.0405,0.0,0.0,0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5434,0.297,0.232,0.5592,,1.0,,0.793733681462,,,,,,,,,,,,0.2597,763.0,0.0183,0.0197,0.0,0.0917,0.055,0.0013,0.0406,0.0013,0.772,0.705882370472,34000.0
213987,21.0,26.0,24.0,20.0,26.0,23.0,20.0,26.0,23.0,,,,0.642121178637,,277.55125,25000.0,14875.0,,16389.0,,19173.0,,21750.0,,24037.0,,20478.0,,0.0,0.0,0.0,0.0018,0.0345,0.0,0.0145,0.0,0.0727,0.0,0.0,0.0018,0.0,0.0,0.0145,0.0364,0.0,0.0909,0.0055,0.0,0.1345,0.0,0.0073,0.0,0.0,0.0,0.0273,0.0782,0.0364,0.0418,0.0,0.0,0.0,0.0,0.0764,0.0891,0.2145,0.0218,0.7072,0.3155,0.0474,0.8003,,0.25,,0.783410138249,470.0,580.0,525.0,470.0,580.0,525.0,460.0,560.0,510.0,1064.0,1064.0,0.0795,2679.0,0.0,0.0049,0.0105,0.0444,0.0213,0.0,0.0769,0.0709,0.7712,0.625077188015,38500.0
213996,23.0,29.0,26.0,22.0,30.0,26.0,23.0,28.0,26.0,,,,0.7606718107,,298.1566548,26856.0,20214.0,,20753.0,,22039.0,,25753.0,,28776.0,,24947.0,,0.0,0.0127,0.0,0.0,0.0334,0.0,0.0238,0.0,0.186,0.0493,0.0,0.0048,0.0318,0.0,0.027,0.0016,0.0,0.0445,0.0095,0.0,0.0254,0.0509,0.0048,0.035,0.0032,0.0,0.0588,0.0191,0.027,0.035,0.0,0.0,0.0,0.0,0.0636,0.1129,0.1272,0.0127,0.668,0.2044,0.0142,0.8658,,,,0.967684021544,510.0,640.0,575.0,520.0,620.0,570.0,500.0,620.0,560.0,1154.0,1154.0,0.0206,2739.0,0.0288,0.0,0.0175,0.0223,0.0307,0.0004,0.0241,0.015,0.8613,0.665083110332,41400.0
214023,,,,,,,,,,,,,,0.822233333333,166.53075,15000.0,25711.0,,29025.0,,32275.0,,,,,,26809.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2162,0.0,0.0,0.9878,0.9878,0.4063,,0.5238,,0.8333,0.288770053476,,,,,,,,,,,,0.7813,96.0,0.0,0.0,0.0208,0.8854,0.0625,0.0,0.0,0.0,0.0313,0.355769217014,20800.0
214157,,,,,,,,,,,,,0.740938273196,,299.75535,27000.0,17176.0,,20342.0,,22727.0,,25634.0,,31189.0,,24730.0,,0.0,0.0301,0.0,0.0,0.0,0.0,0.0201,0.0,0.0,0.0,0.0,0.0201,0.0,0.0,0.0677,0.0,0.0,0.0777,0.0276,0.0,0.0551,0.0,0.0251,0.0,0.0201,0.0,0.0777,0.0,0.0,0.1053,0.0,0.0,0.0,0.0,0.0927,0.1353,0.1805,0.0652,0.7693,0.3028,0.063,0.7831,,,,0.914246196404,,,,,,,,,,,,0.0773,1508.0,0.0239,0.0007,0.0146,0.0358,0.0922,0.0,0.004,0.0172,0.8117,0.753731369972,50000.0
214166,18.0,22.0,20.0,15.0,20.0,18.0,16.0,19.0,18.0,,,,0.42855270936,,277.55125,25000.0,17218.0,,17266.0,,20143.0,,22449.0,,23681.0,,19648.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0319,0.0,0.0479,0.0,0.0,0.0186,0.0,0.0,0.008,0.0691,0.0,0.0559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266,0.0452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5878,0.109,0.0,0.7339,0.4285,0.2056,0.6011,,0.0,,0.834503510532,410.0,510.0,460.0,400.0,490.0,445.0,385.0,490.0,438.0,915.0,915.0,0.2566,1571.0,0.0,0.0019,0.0032,0.0185,0.0095,0.0,0.0146,0.161,0.7912,0.645418345928,36600.0
214591,19.0,25.0,22.0,18.0,25.0,22.0,19.0,26.0,23.0,6.0,8.0,7.0,0.684295496324,,299.75535,27000.0,,16838.0,,18119.0,,21474.0,,25245.0,,27150.0,,22461.0,0.0,0.0,0.0,0.0029,0.0398,0.0,0.0252,0.0,0.0039,0.1398,0.0864,0.0,0.0068,0.0,0.0272,0.0262,0.0,0.0553,0.0078,0.0,0.0136,0.0,0.0,0.0,0.0068,0.0,0.0563,0.0049,0.0,0.0194,0.0,0.0,0.0,0.0,0.0,0.0786,0.3806,0.0184,0.7036,0.3156,0.0445,0.8324,,0.6667,,0.864039519479,490.0,600.0,545.0,460.0,560.0,510.0,440.0,540.0,490.0,1052.0,1087.0,0.0918,3797.0,0.0126,0.0011,0.0261,0.0403,0.0298,0.0005,0.0479,0.0079,0.8338,0.712785243988,47500.0
214625,16.0,27.0,22.0,16.0,24.0,20.0,17.0,25.0,21.0,5.0,8.0,7.0,0.481366501241,,299.75535,27000.0,,10513.0,,12884.0,,14589.0,,17434.0,,17998.0,,15104.0,0.0,0.0,0.0,0.0,0.0559,0.0,0.1888,0.0,0.0,0.0979,0.1608,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0979,0.0629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1469,0.1748,0.0,0.6545,0.3371,0.174,0.7143,,0.0,,0.864039519479,430.0,570.0,500.0,430.0,550.0,490.0,410.0,520.0,465.0,991.0,1087.0,0.1985,615.0,0.0146,0.0,0.0163,0.0374,0.0098,0.0016,0.0228,0.0081,0.8894,0.712785243988,47500.0
214634,15.0,22.0,19.0,15.0,23.0,19.0,15.0,23.0,19.0,6.0,8.0,7.0,0.322801574803,,299.75535,27000.0,,12670.0,,13070.0,,14066.0,,18561.0,,20767.0,,14244.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0438,0.0,0.0,0.0,0.0,0.0,0.1125,0.0,0.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,0.0563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.1188,0.0,0.7422,0.5467,0.3796,0.7727,,,,0.864039519479,390.0,510.0,450.0,400.0,480.0,440.0,380.0,480.0,430.0,889.0,1087.0,0.5053,490.0,0.0245,0.0,0.0122,0.0755,0.0143,0.0041,0.0,0.0306,0.8388,0.712785243988,47500.0
214689,19.0,23.0,21.0,18.0,24.0,21.0,19.0,25.0,22.0,6.0,8.0,7.0,0.673434515366,,299.75535,27000.0,,18193.0,,18704.0,,22340.0,,25402.0,,26851.0,,22976.0,0.0,0.0284,0.0,0.0,0.0284,0.0,0.0095,0.0,0.0898,0.104,0.0047,0.0,0.0567,0.0,0.0213,0.0544,0.0,0.0213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0686,0.0993,0.0,0.0118,0.0,0.0,0.0,0.0,0.0284,0.208,0.13,0.0355,0.715,0.3329,0.0466,0.8294,,0.4,,0.864039519479,450.0,560.0,505.0,440.0,530.0,485.0,430.0,530.0,480.0,990.0,1087.0,0.0769,3779.0,0.0236,0.0013,0.0315,0.0849,0.0423,0.0008,0.0257,0.0093,0.7806,0.712785243988,47500.0
214698,16.0,24.0,20.0,17.0,24.0,21.0,16.0,21.0,19.0,5.0,8.0,7.0,0.441547495362,,299.75535,27000.0,,12691.0,,13617.0,,17091.0,,21026.0,,21821.0,,17232.0,0.0,0.0,0.0,0.0,0.0777,0.0,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2621,0.1942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2816,0.0,0.6653,0.365,0.0362,0.6766,,0.0,,0.864039519479,420.0,540.0,480.0,420.0,530.0,475.0,390.0,500.0,445.0,955.0,1087.0,0.0982,636.0,0.0267,0.0016,0.0283,0.1179,0.0472,0.0,0.0283,0.0157,0.7343,0.712785243988,47500.0
214759,18.0,21.0,20.0,15.0,22.0,19.0,18.0,20.0,19.0,6.0,8.0,7.0,0.455608200456,,299.75535,27000.0,,10125.0,,9919.0,,12757.0,,16972.0,,18677.0,,12899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.2409,0.0,0.1,0.0,0.0182,0.0364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4136,0.1318,0.0,0.7439,0.4844,0.1601,0.7372,,,,0.864039519479,400.0,550.0,475.0,410.0,520.0,465.0,390.0,500.0,445.0,940.0,1087.0,0.2258,762.0,0.0197,0.0013,0.0066,0.0367,0.0157,0.0,0.0276,0.0105,0.8819,0.712785243988,47500.0
227368,18.0,21.0,20.0,16.0,21.0,19.0,18.0,23.0,21.0,,,,0.393722520107,,144.254486675,12993.5,,1117.0,,2174.0,,5553.0,,10287.0,,11000.0,,2452.0,0.0,0.0029,0.0,0.004,0.0432,0.0,0.0084,0.0,0.0,0.0567,0.0,0.0205,0.0,0.0,0.0512,0.0135,0.0,0.0805,0.0139,0.0,0.086,0.0263,0.0044,0.0,0.008,0.0,0.071,0.0805,0.0329,0.041,0.0,0.0,0.0,0.0,0.045,0.1569,0.1346,0.0187,0.424,0.6362,0.2374,0.7627,,0.5782,,0.7263253285,440.0,540.0,490.0,410.0,510.0,460.0,400.0,500.0,450.0,937.0,937.0,0.1696,17200.0,0.0038,0.0005,0.0113,0.0057,0.9003,0.0009,0.0207,0.0253,0.0316,0.582191765308,40500.0
227766,,,,,,,,,,,,,,0.164621050142,,,,6988.0,,7714.0,,10150.0,,11372.0,,12125.0,,7580.0,0.0011,0.0,0.0,0.0,0.0028,0.0056,0.0489,0.0,0.0084,0.0,0.0118,0.0,0.0,0.0,0.0,0.7638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.1507,0.0,0.0698,0.2852,0.7435,,0.6643,,0.5525,0.462333825702,,,,,,,,,,,,0.378,15979.0,0.0111,0.004,0.1381,0.2345,0.2988,0.001,0.0086,0.037,0.2669,0.497688740492,36200.0
228468,17.0,22.0,20.0,17.0,28.0,23.0,16.0,24.0,20.0,,,,0.32942,,299.75535,27000.0,15540.0,,16493.0,,20275.0,,22108.0,,23635.0,,18102.0,,0.0,0.0,0.0,0.0,0.0217,0.0,0.0145,0.0,0.1087,0.0,0.0,0.0,0.0,0.0,0.0217,0.0725,0.0,0.0145,0.0145,0.0,0.0,0.029,0.029,0.0,0.0,0.0,0.0942,0.0,0.0,0.0217,0.0,0.0,0.0,0.0,0.0,0.413,0.1304,0.0145,0.6212,0.4579,0.1231,0.7155,,,,0.731591448931,410.0,540.0,475.0,420.0,550.0,485.0,,,,949.0,949.0,0.22,715.0,0.0434,0.0028,0.0476,0.1552,0.4308,0.0084,0.0699,0.0056,0.2364,0.615384638309,37900.0
